geracao;tempo_geracao_s;tempo_callback_s;valor_acumulado_melhor_geracao;peso_acumulado_melhor_geracao;quantidade_itens_melhor_geracao;fitness_medio_populacao;fitness_pior_populacao;melhor_valor_global_ate_agora;peso_melhor_global_ate_agora;quantidade_itens_melhor_global_ate_agora;geracao_melhor_global;houve_melhoria_global
633;0.027101;7.6e-05;49762;42202;756;48705.2;47600.0;49762;42202;756;460;False
634;0.028419;6.6e-05;49762;42202;756;48689.06;47794.0;49762;42202;756;460;False
635;0.026391;7.1e-05;49762;42202;756;48704.18;47664.0;49762;42202;756;460;False
636;0.02628;6.5e-05;49762;42202;756;48649.58;47667.0;49762;42202;756;460;False
637;0.02714;6.8e-05;49762;42202;756;48533.86;47770.0;49762;42202;756;460;False
638;0.027496;7.2e-05;49762;42202;756;48455.38;47334.0;49762;42202;756;460;False
639;0.027879;6.6e-05;49762;42202;756;48447.64;47087.0;49762;42202;756;460;False
640;0.027778;6.7e-05;49762;42202;756;48483.7;47432.0;49762;42202;756;460;False
641;0.026773;7.1e-05;49762;42202;756;48640.28;47526.0;49762;42202;756;460;False
642;0.026461;6.4e-05;49762;42202;756;48668.59;47678.0;49762;42202;756;460;False
643;0.028091;6.6e-05;49762;42202;756;48623.84;47405.0;49762;42202;756;460;False
644;0.026488;6.3e-05;49762;42202;756;48911.8;47369.0;49762;42202;756;460;False
645;0.029966;7.5e-05;49762;42202;756;48957.01;47951.0;49762;42202;756;460;False
646;0.029229;6.6e-05;49762;42202;756;49002.34;47961.0;49762;42202;756;460;False
647;0.025868;6.7e-05;49762;42202;756;49045.53;47967.0;49762;42202;756;460;False
648;0.025555;6.9e-05;49762;42202;756;49004.65;48289.0;49762;42202;756;460;False
649;0.025017;5.9e-05;49762;42202;756;48875.39;47810.0;49762;42202;756;460;False
650;0.02429;6e-05;49762;42202;756;48887.67;47760.0;49762;42202;756;460;False
651;0.0254;6.3e-05;49762;42202;756;48824.99;47710.0;49762;42202;756;460;False
652;0.025432;0.000114;49762;42202;756;48748.19;47616.0;49762;42202;756;460;False
653;0.025555;6.9e-05;49762;42202;756;48627.28;47671.0;49762;42202;756;460;False
654;0.026781;6.8e-05;49762;42202;756;48580.09;47210.0;49762;42202;756;460;False
655;0.028157;7.4e-05;49762;42202;756;48737.09;47391.0;49762;42202;756;460;False
656;0.028971;7.2e-05;49762;42202;756;48746.0;47399.0;49762;42202;756;460;False
657;0.029236;7.4e-05;49762;42202;756;48776.77;47597.0;49762;42202;756;460;False
658;0.031374;7.2e-05;49762;42202;756;48822.0;47793.0;49762;42202;756;460;False
659;0.02898;7.8e-05;49762;42202;756;48902.47;47923.0;49762;42202;756;460;False
660;0.02922;7.6e-05;49762;42202;756;48744.8;47579.0;49762;42202;756;460;False
661;0.026407;7e-05;49762;42202;756;48635.71;47403.0;49762;42202;756;460;False
662;0.025523;6.6e-05;49762;42202;756;48573.06;47406.0;49762;42202;756;460;False
663;0.024628;5.8e-05;49762;42202;756;48570.7;47172.0;49762;42202;756;460;False
664;0.024323;9.4e-05;49762;42202;756;48657.26;47532.0;49762;42202;756;460;False
665;0.024309;6e-05;49762;42202;756;48670.84;47400.0;49762;42202;756;460;False
666;0.024267;6.4e-05;49762;42202;756;48696.37;47457.0;49762;42202;756;460;False
667;0.025146;7e-05;49762;42202;756;48681.26;47035.0;49762;42202;756;460;False
668;0.025511;6.7e-05;49762;42202;756;48688.83;47886.0;49762;42202;756;460;False
669;0.024898;6.6e-05;49762;42202;756;48610.61;47819.0;49762;42202;756;460;False
670;0.025574;6.8e-05;49762;42202;756;48558.04;47217.0;49762;42202;756;460;False
671;0.027224;7.8e-05;49762;42202;756;48615.86;47209.0;49762;42202;756;460;False
672;0.025901;6.6e-05;49762;42202;756;48731.85;47657.0;49762;42202;756;460;False
673;0.026645;6.6e-05;49762;42202;756;48711.12;47617.0;49762;42202;756;460;False
674;0.025498;7.5e-05;49762;42202;756;48676.88;47766.0;49762;42202;756;460;False
675;0.024968;6.3e-05;49762;42202;756;48645.31;47691.0;49762;42202;756;460;False
676;0.025292;6.6e-05;49762;42202;756;48775.59;46848.0;49762;42202;756;460;False
677;0.026242;6.5e-05;49762;42202;756;48905.88;47737.0;49762;42202;756;460;False
678;0.026129;6.5e-05;49762;42202;756;49026.61;47937.0;49762;42202;756;460;False
679;0.026044;6.5e-05;49762;42202;756;48942.71;47880.0;49762;42202;756;460;False
680;0.027486;8.3e-05;49762;42202;756;48981.49;47719.0;49762;42202;756;460;False
681;0.043898;0.000108;49762;42202;756;48988.76;47789.0;49762;42202;756;460;False
682;0.039331;7.4e-05;49762;42202;756;48979.28;47739.0;49762;42202;756;460;False
683;0.039707;0.0001;49762;42202;756;48942.81;47881.0;49762;42202;756;460;False
684;0.032994;7.1e-05;49762;42202;756;48940.96;47628.0;49762;42202;756;460;False
685;0.028993;6.6e-05;49762;42202;756;49058.64;47906.0;49762;42202;756;460;False
686;0.027192;6.5e-05;49762;42202;756;49082.23;47765.0;49762;42202;756;460;False
687;0.028242;6.6e-05;49762;42202;756;48986.03;47498.0;49762;42202;756;460;False
688;0.02874;6.6e-05;49762;42202;756;48884.35;47569.0;49762;42202;756;460;False
689;0.026519;6.3e-05;49762;42202;756;48895.32;47877.0;49762;42202;756;460;False
690;0.027345;6.7e-05;49762;42202;756;48893.17;47322.0;49762;42202;756;460;False
691;0.027932;6.8e-05;49762;42202;756;48843.01;47758.0;49762;42202;756;460;False
692;0.027714;6.8e-05;49762;42202;756;48970.62;47739.0;49762;42202;756;460;False
693;0.026986;6.6e-05;49762;42202;756;48914.17;47232.0;49762;42202;756;460;False
694;0.027384;7e-05;49762;42202;756;48926.09;47711.0;49762;42202;756;460;False
695;0.027216;7.6e-05;49762;42202;756;48902.09;47915.0;49762;42202;756;460;False
696;0.02706;6.7e-05;49762;42202;756;48889.18;47776.0;49762;42202;756;460;False
697;0.027399;6.2e-05;49762;42202;756;48964.57;47875.0;49762;42202;756;460;False
698;0.032021;8.9e-05;49762;42202;756;49148.93;47785.0;49762;42202;756;460;False
699;0.029389;6.8e-05;49762;42202;756;49162.31;48198.0;49762;42202;756;460;False
700;0.027716;0.000735;49762;42202;756;49185.56;47840.0;49762;42202;756;460;False
701;0.03767;0.000432;49762;42202;756;49135.34;47997.0;49762;42202;756;460;False
702;0.04547;7.6e-05;49762;42202;756;49079.7;47974.0;49762;42202;756;460;False
703;0.038531;8.9e-05;49762;42202;756;49103.34;47756.0;49762;42202;756;460;False
704;0.032104;8.2e-05;49762;42202;756;49123.35;47847.0;49762;42202;756;460;False
705;0.033278;9e-05;49762;42202;756;49081.07;47868.0;49762;42202;756;460;False
706;0.029971;7.2e-05;49762;42202;756;48974.42;47935.0;49762;42202;756;460;False
707;0.027929;7.2e-05;49762;42202;756;48985.4;48108.0;49762;42202;756;460;False
708;0.027602;6.5e-05;49762;42202;756;48921.48;47719.0;49762;42202;756;460;False
709;0.028048;6.5e-05;49762;42202;756;48924.23;47652.0;49762;42202;756;460;False
710;0.027506;6.6e-05;49762;42202;756;48900.17;47742.0;49762;42202;756;460;False
711;0.027793;6.6e-05;49762;42202;756;49091.06;48036.0;49762;42202;756;460;False
712;0.029354;7.1e-05;49762;42202;756;49089.25;47705.0;49762;42202;756;460;False
713;0.028218;6.7e-05;49762;42202;756;49081.48;47980.0;49762;42202;756;460;False
714;0.027055;6.6e-05;49762;42202;756;49136.6;48142.0;49762;42202;756;460;False
715;0.02632;6.3e-05;49762;42202;756;49058.98;47909.0;49762;42202;756;460;False
716;0.025468;6.3e-05;49762;42202;756;49026.55;48296.0;49762;42202;756;460;False
717;0.025691;6.4e-05;49762;42202;756;49034.37;48220.0;49762;42202;756;460;False
718;0.030026;6.5e-05;49762;42202;756;49034.64;47840.0;49762;42202;756;460;False
719;0.02698;6.5e-05;49762;42202;756;49215.63;48094.0;49762;42202;756;460;False
720;0.026925;6.8e-05;49762;42202;756;48959.98;47881.0;49762;42202;756;460;False
721;0.027644;6.5e-05;49762;42202;756;49027.77;47993.0;49762;42202;756;460;False
722;0.030688;7.9e-05;49762;42202;756;48922.2;47529.0;49762;42202;756;460;False
723;0.032959;7.3e-05;49762;42202;756;49026.55;47730.0;49762;42202;756;460;False
724;0.030105;7.6e-05;49762;42202;756;49105.02;47758.0;49762;42202;756;460;False
725;0.031273;6.5e-05;49762;42202;756;49169.78;47781.0;49762;42202;756;460;False
726;0.027156;6.4e-05;49762;42202;756;49084.07;48127.0;49762;42202;756;460;False
727;0.025581;6.2e-05;49762;42202;756;48980.33;47901.0;49762;42202;756;460;False
728;0.027668;6.4e-05;49762;42202;756;49050.25;47803.0;49762;42202;756;460;False
729;0.026527;6.6e-05;49762;42202;756;49073.68;48111.0;49762;42202;756;460;False
730;0.025329;6.5e-05;49762;42202;756;49157.06;47995.0;49762;42202;756;460;False
731;0.027567;6.5e-05;49762;42202;756;49067.4;47840.0;49762;42202;756;460;False
732;0.027809;7.7e-05;49762;42202;756;49073.97;47941.0;49762;42202;756;460;False
733;0.0323;7.1e-05;49762;42202;756;49106.93;47968.0;49762;42202;756;460;False
734;0.028528;0.000104;49762;42202;756;49202.0;47865.0;49762;42202;756;460;False
735;0.028703;6.4e-05;49762;42202;756;49173.09;48139.0;49762;42202;756;460;False
736;0.027747;6.3e-05;49762;42202;756;49221.41;47971.0;49762;42202;756;460;False
737;0.026137;6e-05;49762;42202;756;49079.58;48171.0;49762;42202;756;460;False
738;0.026208;6.5e-05;49762;42202;756;49029.61;47988.0;49762;42202;756;460;False
739;0.025988;6.1e-05;49762;42202;756;49025.37;47843.0;49762;42202;756;460;False
740;0.029192;7.6e-05;49762;42202;756;49027.23;47820.0;49762;42202;756;460;False
741;0.030632;6.8e-05;49762;42202;756;48993.48;47865.0;49762;42202;756;460;False
742;0.026716;6.3e-05;49762;42202;756;48990.33;48018.0;49762;42202;756;460;False
743;0.025873;6.1e-05;49762;42202;756;48889.23;47761.0;49762;42202;756;460;False
744;0.025494;7.7e-05;49762;42202;756;48916.5;47875.0;49762;42202;756;460;False
745;0.025766;6.5e-05;49762;42202;756;48941.39;47580.0;49762;42202;756;460;False
746;0.028348;6.9e-05;49762;42202;756;49030.32;47972.0;49762;42202;756;460;False
747;0.02776;7.3e-05;49762;42202;756;49004.78;47894.0;49762;42202;756;460;False
748;0.03195;7.7e-05;49762;42202;756;48978.04;47629.0;49762;42202;756;460;False
749;0.035168;7.6e-05;49762;42202;756;48992.09;47626.0;49762;42202;756;460;False
750;0.029816;7e-05;49762;42202;756;49084.37;48081.0;49762;42202;756;460;False
751;0.027132;6e-05;49762;42202;756;49041.35;47713.0;49762;42202;756;460;False
752;0.026389;8.3e-05;49762;42202;756;49052.24;48264.0;49762;42202;756;460;False
753;0.025897;0.000116;49762;42202;756;48992.63;48037.0;49762;42202;756;460;False
754;0.02591;6.3e-05;49762;42202;756;48999.05;47980.0;49762;42202;756;460;False
755;0.026033;6.2e-05;49762;42202;756;48908.38;47790.0;49762;42202;756;460;False
756;0.025765;6.6e-05;49762;42202;756;48862.79;47609.0;49762;42202;756;460;False
757;0.025435;6.2e-05;49762;42202;756;48873.68;47845.0;49762;42202;756;460;False
758;0.025825;6.6e-05;49762;42202;756;48941.07;48081.0;49762;42202;756;460;False
759;0.025249;6.6e-05;49762;42202;756;48920.81;47921.0;49762;42202;756;460;False
760;0.027499;6.9e-05;49762;42202;756;48820.56;48127.0;49762;42202;756;460;False
761;0.028202;8e-05;49762;42202;756;48834.61;47794.0;49762;42202;756;460;False
762;0.029269;7.7e-05;49762;42202;756;48801.92;47390.0;49762;42202;756;460;False
763;0.033226;7.9e-05;49762;42202;756;48752.37;47345.0;49762;42202;756;460;False
764;0.030707;7.5e-05;49762;42202;756;48887.55;47989.0;49762;42202;756;460;False
765;0.027253;6.3e-05;49762;42202;756;48823.51;47712.0;49762;42202;756;460;False
766;0.025173;5.9e-05;49762;42202;756;48798.87;47505.0;49762;42202;756;460;False
767;0.023758;9.2e-05;49762;42202;756;48777.32;47769.0;49762;42202;756;460;False
768;0.024041;6.4e-05;49762;42202;756;48913.26;48188.0;49762;42202;756;460;False
769;0.024519;6.1e-05;49762;42202;756;49050.89;48030.0;49762;42202;756;460;False
770;0.024626;5.9e-05;49762;42202;756;48886.0;47587.0;49762;42202;756;460;False
771;0.026875;6.5e-05;49762;42202;756;48933.82;47586.0;49762;42202;756;460;False
772;0.025099;6.4e-05;49762;42202;756;48976.02;47966.0;49762;42202;756;460;False
773;0.024616;5.4e-05;49762;42202;756;49008.69;47723.0;49762;42202;756;460;False
774;0.023937;5.9e-05;49762;42202;756;49003.51;48047.0;49762;42202;756;460;False
775;0.023448;6.2e-05;49762;42202;756;48993.04;48268.0;49762;42202;756;460;False
776;0.024592;6.1e-05;49762;42202;756;48910.78;48089.0;49762;42202;756;460;False
777;0.026153;6.5e-05;49762;42202;756;48802.39;47805.0;49762;42202;756;460;False
778;0.024761;6.1e-05;49762;42202;756;48732.7;47575.0;49762;42202;756;460;False
779;0.024568;5.8e-05;49762;42202;756;48735.49;47523.0;49762;42202;756;460;False
780;0.024336;5.8e-05;49762;42202;756;48854.44;47433.0;49762;42202;756;460;False
781;0.02457;6e-05;49762;42202;756;48876.62;47651.0;49762;42202;756;460;False
782;0.025848;6.2e-05;49762;42202;756;48853.45;47987.0;49762;42202;756;460;False
783;0.02467;5.7e-05;49762;42202;756;48873.75;47327.0;49762;42202;756;460;False
784;0.025572;7e-05;49762;42202;756;48975.3;47407.0;49762;42202;756;460;False
785;0.026744;6.8e-05;49762;42202;756;49041.13;47955.0;49762;42202;756;460;False
786;0.028328;6.7e-05;49762;42202;756;49038.94;47996.0;49762;42202;756;460;False
787;0.032655;7.9e-05;49762;42202;756;49091.08;48027.0;49762;42202;756;460;False
788;0.030601;6.6e-05;49762;42202;756;49048.86;47769.0;49762;42202;756;460;False
789;0.028826;7e-05;49762;42202;756;49147.14;48210.0;49762;42202;756;460;False
790;0.031062;6.6e-05;49762;42202;756;49093.99;47991.0;49762;42202;756;460;False
791;0.027867;6.6e-05;49762;42202;756;49038.32;48133.0;49762;42202;756;460;False
792;0.025253;5.8e-05;49762;42202;756;49080.96;47880.0;49762;42202;756;460;False
793;0.024061;6e-05;49762;42202;756;49058.21;48015.0;49762;42202;756;460;False
794;0.024412;6.1e-05;49762;42202;756;49063.04;48028.0;49762;42202;756;460;False
795;0.026281;6.2e-05;49762;42202;756;49016.03;48090.0;49762;42202;756;460;False
796;0.027698;6.8e-05;49762;42202;756;49101.05;48058.0;49762;42202;756;460;False
797;0.027695;6.7e-05;49762;42202;756;48925.2;47987.0;49762;42202;756;460;False
798;0.026935;6.4e-05;49762;42202;756;48990.47;47887.0;49762;42202;756;460;False
799;0.024985;5.9e-05;49762;42202;756;48948.52;48050.0;49762;42202;756;460;False
800;0.024058;0.000614;49762;42202;756;48947.46;47380.0;49762;42202;756;460;False
801;0.026024;6.3e-05;49762;42202;756;48866.66;47744.0;49762;42202;756;460;False
802;0.025481;6.3e-05;49762;42202;756;48814.09;47520.0;49762;42202;756;460;False
803;0.026065;6.6e-05;49762;42202;756;48930.91;47645.0;49762;42202;756;460;False
804;0.025762;6.5e-05;49762;42202;756;48991.91;47924.0;49762;42202;756;460;False
805;0.027251;7e-05;49762;42202;756;49018.45;47702.0;49762;42202;756;460;False
806;0.027848;6.3e-05;49762;42202;756;49004.94;47897.0;49762;42202;756;460;False
807;0.027992;0.000102;49764;42204;756;49018.62;47416.0;49764;42204;756;807;True
808;0.028473;0.000117;49764;42204;756;49053.59;47725.0;49764;42204;756;807;False
809;0.030103;0.000107;49764;42204;756;49015.27;48192.0;49764;42204;756;807;False
810;0.026238;0.0001;49764;42204;756;49026.76;47889.0;49764;42204;756;807;False
811;0.025502;0.000109;49764;42204;756;48962.77;47906.0;49764;42204;756;807;False
812;0.025694;0.0001;49764;42204;756;48986.0;48216.0;49764;42204;756;807;False
813;0.025426;0.0001;49764;42204;756;49023.15;48053.0;49764;42204;756;807;False
814;0.025403;9.5e-05;49764;42204;756;48961.82;47521.0;49764;42204;756;807;False
815;0.025119;0.0001;49764;42204;756;48983.58;47711.0;49764;42204;756;807;False
816;0.024636;9.8e-05;49764;42204;756;48844.93;47789.0;49764;42204;756;807;False
817;0.024615;0.000101;49764;42204;756;48814.17;47603.0;49764;42204;756;807;False
818;0.024799;0.000102;49764;42204;756;48854.9;47362.0;49764;42204;756;807;False
819;0.025145;0.000124;49764;42204;756;48780.79;47805.0;49764;42204;756;807;False
820;0.024776;0.000117;49764;42204;756;48726.24;47416.0;49764;42204;756;807;False
821;0.025517;0.000104;49764;42204;756;48760.6;47687.0;49764;42204;756;807;False
822;0.024603;9.8e-05;49764;42204;756;48764.18;47484.0;49764;42204;756;807;False
823;0.02543;0.000116;49764;42204;756;48685.83;47240.0;49764;42204;756;807;False
824;0.025032;0.000102;49764;42204;756;48675.19;47660.0;49764;42204;756;807;False
825;0.027924;0.000115;49764;42204;756;48793.83;47817.0;49764;42204;756;807;False
826;0.028113;0.000109;49764;42204;756;48923.75;48141.0;49764;42204;756;807;False
827;0.025485;9.5e-05;49764;42204;756;48858.88;47411.0;49764;42204;756;807;False
828;0.025463;9.8e-05;49764;42204;756;48988.34;48138.0;49764;42204;756;807;False
829;0.025445;0.000102;49764;42204;756;49069.01;47801.0;49764;42204;756;807;False
830;0.028529;0.0001;49764;42204;756;49185.5;47744.0;49764;42204;756;807;False
831;0.025747;0.000169;49764;42204;756;49083.85;48038.0;49764;42204;756;807;False
832;0.028501;0.000109;49764;42204;756;49013.0;47547.0;49764;42204;756;807;False
833;0.028203;0.000109;49764;42204;756;48993.83;47898.0;49764;42204;756;807;False
834;0.02822;0.000121;49764;42204;756;48854.09;47706.0;49764;42204;756;807;False
835;0.029391;0.00011;49764;42204;756;48913.15;47783.0;49764;42204;756;807;False
836;0.026751;0.000104;49764;42204;756;48883.51;47805.0;49764;42204;756;807;False
837;0.027392;0.000114;49764;42204;756;49001.91;48007.0;49764;42204;756;807;False
838;0.028431;0.000111;49764;42204;756;48962.9;47474.0;49764;42204;756;807;False
839;0.027654;0.0001;49764;42204;756;48965.51;47854.0;49764;42204;756;807;False
840;0.027844;0.000106;49764;42204;756;49143.21;47839.0;49764;42204;756;807;False
841;0.028498;0.000131;49764;42204;756;49146.57;47908.0;49764;42204;756;807;False
842;0.027167;0.000104;49764;42204;756;49145.49;48153.0;49764;42204;756;807;False
843;0.029346;0.000105;49764;42204;756;49111.18;48026.0;49764;42204;756;807;False
844;0.026897;0.000121;49764;42204;756;49024.95;48013.0;49764;42204;756;807;False
845;0.025876;0.0001;49764;42204;756;49023.12;47831.0;49764;42204;756;807;False
846;0.025003;0.000109;49764;42204;756;48988.73;47678.0;49764;42204;756;807;False
847;0.026858;0.000102;49764;42204;756;48993.37;47985.0;49764;42204;756;807;False
848;0.026712;0.000109;49764;42204;756;49126.76;47442.0;49764;42204;756;807;False
849;0.028573;0.000131;49764;42204;756;49062.0;48280.0;49764;42204;756;807;False
850;0.028192;0.000108;49764;42204;756;49045.53;48121.0;49764;42204;756;807;False
851;0.026241;0.0001;49764;42204;756;49062.23;47998.0;49764;42204;756;807;False
852;0.02519;9.8e-05;49764;42204;756;48985.61;47335.0;49764;42204;756;807;False
853;0.02461;0.000224;49764;42204;756;49001.26;47748.0;49764;42204;756;807;False
854;0.0247;9.6e-05;49764;42204;756;48965.38;47870.0;49764;42204;756;807;False
855;0.024714;0.0001;49764;42204;756;49058.31;47702.0;49764;42204;756;807;False
856;0.025277;9.5e-05;49764;42204;756;49067.44;47714.0;49764;42204;756;807;False
857;0.025975;0.0001;49764;42204;756;49150.36;48292.0;49764;42204;756;807;False
858;0.025529;0.000105;49764;42204;756;48986.78;47875.0;49764;42204;756;807;False
859;0.025535;0.000102;49764;42204;756;48962.2;48101.0;49764;42204;756;807;False
860;0.024516;9.6e-05;49764;42204;756;48973.9;48015.0;49764;42204;756;807;False
861;0.024867;0.000112;49764;42204;756;48917.58;47771.0;49764;42204;756;807;False
862;0.025129;9.8e-05;49764;42204;756;48839.58;47841.0;49764;42204;756;807;False
863;0.025061;9.9e-05;49764;42204;756;48844.63;47291.0;49764;42204;756;807;False
864;0.025327;9.7e-05;49764;42204;756;48923.73;47981.0;49764;42204;756;807;False
865;0.025433;9.7e-05;49764;42204;756;49016.13;47455.0;49764;42204;756;807;False
866;0.025594;9.7e-05;49764;42204;756;49142.57;47893.0;49764;42204;756;807;False
867;0.035449;0.000169;49764;42204;756;49051.73;47901.0;49764;42204;756;807;False
868;0.035998;0.000112;49764;42204;756;49000.86;48067.0;49764;42204;756;807;False
869;0.036631;0.000131;49764;42204;756;48987.41;47984.0;49764;42204;756;807;False
870;0.039299;0.000141;49764;42204;756;48961.37;47319.0;49764;42204;756;807;False
871;0.036566;0.000136;49764;42204;756;49031.94;47770.0;49764;42204;756;807;False
872;0.032769;0.00012;49764;42204;756;49111.22;48291.0;49764;42204;756;807;False
873;0.030372;0.000108;49764;42204;756;49094.12;47784.0;49764;42204;756;807;False
874;0.029324;0.000125;49764;42204;756;49037.41;48220.0;49764;42204;756;807;False
875;0.027486;0.000116;49764;42204;756;48944.19;48169.0;49764;42204;756;807;False
876;0.028244;0.000128;49764;42204;756;48930.07;47895.0;49764;42204;756;807;False
877;0.029468;0.000109;49764;42204;756;48925.41;48036.0;49764;42204;756;807;False
878;0.030445;0.000119;49764;42204;756;48993.06;47728.0;49764;42204;756;807;False
879;0.030382;0.000112;49764;42204;756;49013.49;48241.0;49764;42204;756;807;False
880;0.027948;0.000118;49764;42204;756;49001.95;47959.0;49764;42204;756;807;False
881;0.027734;0.000113;49764;42204;756;48897.32;47205.0;49764;42204;756;807;False
882;0.030954;0.000112;49764;42204;756;48818.27;47547.0;49764;42204;756;807;False
883;0.030805;0.000117;49764;42204;756;48756.15;47314.0;49764;42204;756;807;False
884;0.029423;0.000255;49764;42204;756;48911.97;47828.0;49764;42204;756;807;False
885;0.030497;0.000111;49764;42204;756;48851.56;47873.0;49764;42204;756;807;False
886;0.028367;0.000111;49764;42204;756;48803.45;47832.0;49764;42204;756;807;False
887;0.031566;0.000119;49764;42204;756;48905.28;47390.0;49764;42204;756;807;False
888;0.028479;0.000113;49764;42204;756;48974.11;47739.0;49764;42204;756;807;False
889;0.027584;0.000105;49764;42204;756;48970.79;47718.0;49764;42204;756;807;False
890;0.028554;0.000108;49764;42204;756;48904.71;47856.0;49764;42204;756;807;False
891;0.027357;0.000111;49764;42204;756;48835.28;47750.0;49764;42204;756;807;False
892;0.027244;0.000106;49764;42204;756;48859.68;47817.0;49764;42204;756;807;False
893;0.027547;0.000108;49764;42204;756;48896.22;47988.0;49764;42204;756;807;False
894;0.027135;0.000106;49764;42204;756;48846.05;47732.0;49764;42204;756;807;False
895;0.026769;0.000119;49764;42204;756;48797.69;47701.0;49764;42204;756;807;False
896;0.026609;0.000121;49764;42204;756;48931.83;47498.0;49764;42204;756;807;False
897;0.027085;0.000102;49764;42204;756;49009.97;48006.0;49764;42204;756;807;False
898;0.026572;0.000106;49764;42204;756;48914.48;47859.0;49764;42204;756;807;False
899;0.028098;0.000103;49764;42204;756;48883.59;47734.0;49764;42204;756;807;False
900;0.026859;0.00068;49764;42204;756;49002.75;47663.0;49764;42204;756;807;False
901;0.029147;0.000127;49764;42204;756;48997.98;48090.0;49764;42204;756;807;False
902;0.02827;0.000123;49764;42204;756;48905.97;47913.0;49764;42204;756;807;False
903;0.027719;0.000112;49764;42204;756;49034.78;48004.0;49764;42204;756;807;False
904;0.027007;0.000115;49764;42204;756;49095.97;47851.0;49764;42204;756;807;False
905;0.02652;0.000108;49764;42204;756;49013.18;48048.0;49764;42204;756;807;False
906;0.026583;0.000105;49764;42204;756;48987.75;47844.0;49764;42204;756;807;False
907;0.026505;0.000107;49764;42204;756;49021.55;48154.0;49764;42204;756;807;False
908;0.028819;0.000107;49764;42204;756;48925.52;47945.0;49764;42204;756;807;False
909;0.028343;0.000119;49764;42204;756;48895.38;47828.0;49764;42204;756;807;False
910;0.02656;0.00011;49764;42204;756;48757.21;47537.0;49764;42204;756;807;False
911;0.027136;0.000142;49764;42204;756;48711.79;47729.0;49764;42204;756;807;False
912;0.029166;0.000117;49764;42204;756;48648.1;47059.0;49764;42204;756;807;False
913;0.02658;0.000102;49764;42204;756;48678.07;47477.0;49764;42204;756;807;False
914;0.026785;0.000108;49764;42204;756;48757.39;47546.0;49764;42204;756;807;False
915;0.027668;0.000113;49764;42204;756;48653.58;47255.0;49764;42204;756;807;False
916;0.026757;0.000104;49764;42204;756;48672.45;47660.0;49764;42204;756;807;False
917;0.024698;9.8e-05;49764;42204;756;48741.12;47831.0;49764;42204;756;807;False
918;0.024525;0.000113;49764;42204;756;48755.69;47401.0;49764;42204;756;807;False
919;0.02549;0.000105;49764;42204;756;48848.34;47938.0;49764;42204;756;807;False
920;0.02508;0.000102;49764;42204;756;48799.08;47739.0;49764;42204;756;807;False
921;0.025688;0.000106;49764;42204;756;48834.56;47759.0;49764;42204;756;807;False
922;0.025292;0.000103;49764;42204;756;48813.4;47803.0;49764;42204;756;807;False
923;0.025878;0.000116;49764;42204;756;48755.3;47533.0;49764;42204;756;807;False
924;0.025474;0.000107;49764;42204;756;48739.61;47572.0;49764;42204;756;807;False
925;0.025474;0.0001;49764;42204;756;48848.58;47699.0;49764;42204;756;807;False
926;0.024794;0.000102;49764;42204;756;48936.47;47576.0;49764;42204;756;807;False
927;0.024585;9.8e-05;49764;42204;756;48912.08;47637.0;49764;42204;756;807;False
928;0.02447;9.6e-05;49764;42204;756;48953.02;47669.0;49764;42204;756;807;False
929;0.024487;9.6e-05;49764;42204;756;48999.11;47428.0;49764;42204;756;807;False
930;0.024673;9.6e-05;49764;42204;756;48990.61;47520.0;49764;42204;756;807;False
931;0.025119;0.000104;49764;42204;756;49056.9;47600.0;49764;42204;756;807;False
932;0.025929;0.0001;49764;42204;756;49121.3;47870.0;49764;42204;756;807;False
933;0.026141;0.000101;49764;42204;756;49180.97;47776.0;49764;42204;756;807;False
934;0.026827;0.000106;49764;42204;756;49242.84;48403.0;49764;42204;756;807;False
935;0.029202;0.000126;49764;42204;756;49138.26;47902.0;49764;42204;756;807;False
936;0.031788;0.000131;49764;42204;756;49122.76;48383.0;49764;42204;756;807;False
937;0.029044;0.000178;49764;42204;756;49052.58;47902.0;49764;42204;756;807;False
938;0.027705;0.000105;49764;42204;756;49146.59;47840.0;49764;42204;756;807;False
939;0.026514;0.000107;49764;42204;756;49000.57;47875.0;49764;42204;756;807;False
940;0.027204;0.000124;49764;42204;756;48922.76;48015.0;49764;42204;756;807;False
941;0.026456;0.000128;49764;42204;756;48893.97;47697.0;49764;42204;756;807;False
942;0.025568;0.000102;49764;42204;756;49089.48;47986.0;49764;42204;756;807;False
943;0.025825;0.000111;49764;42204;756;48989.43;48076.0;49764;42204;756;807;False
944;0.027002;0.000106;49764;42204;756;48985.22;47891.0;49764;42204;756;807;False
945;0.028486;0.000116;49764;42204;756;49041.74;48149.0;49764;42204;756;807;False
946;0.027565;0.000105;49764;42204;756;49040.45;48151.0;49764;42204;756;807;False
947;0.025923;0.000104;49764;42204;756;49012.03;47689.0;49764;42204;756;807;False
948;0.0263;0.00011;49764;42204;756;49028.5;47986.0;49764;42204;756;807;False
949;0.025429;0.000143;49764;42204;756;48981.02;48018.0;49764;42204;756;807;False
950;0.025158;0.000113;49764;42204;756;48890.3;47975.0;49764;42204;756;807;False
951;0.025406;0.000103;49764;42204;756;48958.09;48011.0;49764;42204;756;807;False
952;0.025093;0.000103;49764;42204;756;48973.01;47955.0;49764;42204;756;807;False
953;0.02728;0.000121;49764;42204;756;48840.44;48004.0;49764;42204;756;807;False
